PasoAlgoritmo,Ganancia
0,2060
1,2620
2,1980
3,2160
4,1440
5,4320
6,1080
7,1160
8,1520
9,1140
10,1160
11,500
12,1080
13,2280
14,1860
15,1220
16,1800
17,2180
18,1520
19,1740
20,1420
21,360
22,860
23,2080
24,960
25,400
26,3940
27,700
28,980
29,1200
30,2800
31,1900
32,420
33,2260
34,2100
35,1300
