PasoAlgoritmo,Ganancia
0,1760
1,860
2,860
3,840
4,1440
5,420
6,780
7,600
8,340
9,380
10,180
11,1380
12,740
13,1400
14,640
15,1160
16,1520
17,1160
18,860
19,260
20,800
21,1380
22,700
23,400
24,1040
25,860
26,1880
27,1160
28,0
29,2660
30,200
31,1340
32,1300
33,920
34,1600
35,1100
36,1400
37,960
38,660
39,1060
40,580
41,1000
42,340
43,340
44,900
45,900
46,2220
47,1800
48,1460
49,680
50,1660
51,800
52,1120
