PasoAlgoritmo,Ganancia
0,2020
1,1820
2,1060
3,1180
4,480
5,2160
6,580
7,760
8,2340
9,3220
10,140
11,1280
12,2440
13,900
14,1760
15,3700
16,1720
17,3840
18,1300
19,1580
20,440
21,420
22,1980
23,1660
24,1720
25,2000
26,1560
27,1660
28,2120
29,1840
30,940
31,1660
