PasoAlgoritmo,Ganancia
0,1300
1,760
2,1060
3,640
4,60
5,1440
6,1000
7,1080
8,2160
9,980
10,920
11,400
12,1060
13,1660
14,1340
15,700
16,440
17,560
18,800
19,1600
20,2380
21,1800
22,2520
23,700
24,1180
25,620
26,1380
27,2760
28,540
29,740
30,2320
31,1700
32,2960
33,1000
34,2160
35,1100
36,580
37,1320
38,1220
39,1360
40,3880
41,1000
42,1120
43,180
44,1140
45,0
46,900
47,1520
48,900
49,760
