0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,3,2,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,1,0,0,0,0,1,0,3,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,3,4,2,1,0,1,1,2,2,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,1,2,3,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,2,1,2,3,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,1,2,3,1,3,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,4,18,2,4,2,0,3,2,2,2,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15,10,2,5,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,10,7,3,6,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,2,5,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,6,14,6,3,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,7,7,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,9,10,9,2,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,4,16,18,44,1,1,1,1,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0
0,0,0,0,0,1,4,20,15,6,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
