DroneID,Tasa
ppalDrone,1
Drone_1,0
ppalDrone,11
Drone_1,1
ppalDrone,18
Drone_1,8
ppalDrone,14
Drone_1,12
ppalDrone,29
Drone_1,18
ppalDrone,23
Drone_1,14
ppalDrone,26
Drone_1,4
ppalDrone,54
Drone_1,13
ppalDrone,21
Drone_1,11
