PasoAlgoritmo,Ganancia
0,1780
1,2300
2,500
3,300
4,1680
5,340
6,400
7,900
8,1000
9,1160
10,560
11,1180
12,160
13,180
14,2580
15,2180
16,200
17,1060
18,1660
19,1940
20,1220
21,1120
22,760
23,1420
24,380
25,1500
26,1140
27,680
28,1200
29,860
30,1200
31,480
32,1880
33,100
34,1360
35,1060
36,0
37,1100
38,1920
39,660
40,1980
41,0
42,1480
43,1160
44,380
45,2060
46,0
47,860
48,0
49,1220
50,2100
51,2680
52,2900
53,300
54,1040
55,560
56,0
57,1220
58,400
59,1200
60,1760
