PasoAlgoritmo,Ganancia
0,2060
1,480
2,0
3,320
4,1980
5,800
6,1280
7,2260
8,1500
9,1240
10,760
11,1280
12,2400
13,920
14,1580
15,2180
16,1120
17,2120
18,680
19,560
20,3560
21,2500
22,480
23,2520
24,2100
25,860
26,2360
27,1580
28,1460
29,1380
30,3120
31,1680
32,700
33,400
34,840
35,120
36,1220
37,560
38,840
39,1960
40,200
41,1760
42,200
43,1880
44,0
