PasoAlgoritmo,Ganancia
0,1560
1,1880
2,760
3,1380
4,940
5,780
6,840
7,1120
8,2020
9,1060
10,560
11,1980
12,800
13,1800
14,200
15,560
16,2480
17,1000
18,1340
19,940
20,1140
21,1200
22,660
23,580
24,0
25,820
26,1680
27,1640
28,1200
29,680
30,220
31,1180
32,640
33,80
34,100
35,60
36,180
37,4340
38,1680
39,1260
40,940
41,60
42,620
43,240
44,940
45,1280
46,700
47,400
48,2380
49,480
50,2260
51,840
52,780
53,2720
54,400
