PasoAlgoritmo,Ganancia
0,1280
1,1640
2,280
3,100
4,400
5,1460
6,1080
7,680
8,1060
9,600
10,2100
11,1240
12,640
13,-40
14,1280
15,900
16,1200
17,1860
18,1680
19,1640
20,2700
21,720
22,640
23,1400
24,280
25,1800
26,1560
27,1640
28,940
29,700
30,3220
31,1800
32,1560
33,220
34,1280
35,1440
36,3300
37,1600
38,1000
39,1280
40,1540
41,1120
42,100
43,2720
44,1400
45,2500
46,1780
47,1640
48,200
49,1740
50,2220
51,1100
52,1420
53,600
