PasoAlgoritmo,Ganancia
0,2720
1,1140
2,1680
3,2680
4,1720
5,140
6,1360
7,160
8,580
9,2100
10,1940
11,1020
12,1380
13,820
14,620
15,2420
16,1080
17,1260
18,1520
19,380
20,1080
21,460
22,2860
23,1980
24,620
25,1700
26,560
27,0
28,140
29,1840
30,860
31,840
32,1500
33,2840
34,380
35,1500
36,2240
37,1580
38,140
39,260
40,1280
41,1300
42,0
43,760
44,860
45,1200
46,500
47,-20
