PasoAlgoritmo,Ganancia
0,1320
1,1100
2,720
3,560
4,1060
5,1640
6,680
7,1380
8,180
9,640
10,880
11,1120
12,1060
13,420
14,1280
15,1660
16,1940
17,300
18,180
19,1100
20,1460
21,1540
22,100
23,1940
24,880
25,2840
26,2020
27,1220
28,580
29,2160
30,3100
31,2700
32,2540
33,200
34,300
35,840
36,1920
37,740
38,3220
39,1660
40,700
41,2360
42,780
