PasoAlgoritmo,Ganancia
0,1940
1,1240
2,600
3,2320
4,1860
5,320
6,4100
7,980
8,520
9,1140
10,1720
11,4020
12,1300
13,180
14,2520
15,3020
16,1000
17,980
18,2140
19,2000
20,2520
21,660
22,3700
23,600
24,2260
25,800
26,800
27,1440
28,1560
29,4120
