PasoAlgoritmo,Ganancia
0,2100
1,1920
2,720
3,3120
4,2100
5,1460
6,540
7,320
8,1240
9,1400
10,300
11,660
12,940
13,1480
14,800
15,1860
16,1140
17,1140
18,3200
19,2080
20,1440
21,460
22,700
23,1320
24,1860
25,2060
26,1580
