PasoAlgoritmo,Ganancia
0,1620
1,40
2,700
3,760
4,400
5,3440
6,1200
7,2240
8,960
9,1680
10,2160
11,1020
12,1880
13,1100
14,2220
15,1600
16,1200
17,3880
18,3500
19,840
20,2820
21,1780
22,500
23,660
24,300
25,4100
26,3700
27,580
28,1040
29,2440
30,2360
