PasoAlgoritmo,Ganancia
0,2320
1,460
2,880
3,160
4,500
5,1720
6,1340
7,580
8,800
9,1380
10,100
11,840
12,940
13,1780
14,460
15,620
16,1500
17,1140
18,580
19,2300
20,3260
21,200
22,0
23,1520
24,1920
25,960
26,160
27,1100
28,980
29,1740
30,1240
31,900
32,1100
33,460
34,1540
35,360
36,2180
37,920
