PasoAlgoritmo,Ganancia
0,2440
1,900
2,740
3,1000
4,1440
5,480
6,2020
7,1900
8,820
9,320
10,440
11,1200
12,1140
13,900
14,940
15,1280
16,1240
17,2300
18,920
19,420
20,3120
21,540
22,2000
23,2940
24,800
25,1560
26,1420
27,1200
28,1940
29,100
30,1420
31,920
32,2680
33,1580
34,2180
35,280
36,1040
37,520
38,2600
39,1840
40,2820
41,1800
42,260
43,1080
44,1320
45,940
46,740
47,620
48,1060
49,1600
50,440
51,2620
52,1540
