PasoAlgoritmo,Ganancia
0,1000
1,2000
2,380
3,980
4,520
5,740
6,1000
7,1340
8,1260
9,1000
10,1040
11,1880
12,1400
13,1860
14,660
15,820
16,1000
17,1140
18,1780
19,660
20,1280
21,1120
22,580
23,2160
24,2080
25,2520
26,3100
27,780
28,840
29,460
30,1480
31,1080
32,1000
33,1500
34,2560
35,760
36,1400
37,360
38,3700
39,840
40,2100
41,680
42,1420
43,480
44,1480
45,2220
46,800
47,1460
48,660
49,800
50,1400
51,720
52,900
53,480
54,1580
55,2580
56,720
57,1740
58,660
