PasoAlgoritmo,Ganancia
0,1480
1,1260
2,860
3,800
4,1920
5,40
6,760
7,260
8,620
9,1380
10,680
11,580
12,1140
13,780
14,980
15,2220
16,620
17,1360
18,340
19,1740
20,160
21,1360
22,1260
23,1880
24,0
25,980
26,500
27,100
28,1280
29,2280
30,0
31,1080
32,400
33,1980
34,160
35,1540
36,1380
37,220
38,0
39,580
40,580
41,660
42,160
43,1480
44,900
45,940
46,0
47,100
48,900
49,680
50,300
51,0
52,2480
53,920
54,800
55,880
56,1280
